"individual_id","ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs2q01","cs2q03","cs2q04","cs2q05_a","cs2q05_b","cs2q06","cs2q07"
"0406010010207","04060100102",0,4,6,1,1,1,1,2,7,1,43,11,,4,1
"0406010010208","04060100102",0,4,6,1,1,1,1,2,8,2,23,6,,2,4
"0406010010209","04060100102",0,4,6,1,1,1,1,2,9,1,40,4,1,40,4
"0406010010210","04060100102",0,4,6,1,1,1,1,2,10,2,19,6,,3,4
"0406010230301","04060102303",1,4,6,1,8,88,23,3,1,1,31,1,11,31,4
"0406010230302","04060102303",1,4,6,1,8,88,23,3,2,1,26,11,,4,4
"0406010230303","04060102303",1,4,6,1,8,88,23,3,3,1,32,11,,32,3
"0406010230304","04060102303",1,4,6,1,8,88,23,3,4,2,21,7,,5,4
"0406010230305","04060102303",1,4,6,1,8,88,23,3,5,1,55,3,,55,1
"0406010230306","04060102303",1,4,6,1,8,88,23,3,6,1,25,6,,2,4
"0406010230307","04060102303",1,4,6,1,8,88,23,3,7,2,23,6,,5,4
"0406010230308","04060102303",1,4,6,1,8,88,23,3,8,1,40,10,,2,4
"0406010230309","04060102303",1,4,6,1,8,88,23,3,9,1,45,2,,45,2
"0406050100401","04060501004",1,4,6,5,8,88,10,4,1,1,42,1,,42,3
"0406050100402","04060501004",1,4,6,5,8,88,10,4,2,1,26,11,,26,4
"0406050100403","04060501004",1,4,6,5,8,88,10,4,3,1,45,11,,45,2
"0406050100404","04060501004",1,4,6,5,8,88,10,4,4,1,27,6,,3,4
"0406050100405","04060501004",1,4,6,5,8,88,10,4,5,2,29,7,,4,4
"0406080190201","04060801902",1,4,6,8,8,88,19,2,1,1,45,1,,45,2
"0406080190202","04060801902",1,4,6,8,8,88,19,2,2,1,78,3,,78,1
"0406080190203","04060801902",1,4,6,8,8,88,19,2,3,1,24,5,,4,5
"0406080190204","04060801902",1,4,6,8,8,88,19,2,4,1,24,5,,4,5
"0406080190205","04060801902",1,4,6,8,8,88,19,2,5,1,34,11,,34,3
"0406080190206","04060801902",1,4,6,8,8,88,19,2,6,1,27,11,,27,2
"0406080190207","04060801902",1,4,6,8,8,88,19,2,7,1,48,11,,48,2
"0406080190208","04060801902",1,4,6,8,8,88,19,2,8,1,20,11,,20,2
"0406080190209","04060801902",1,4,6,8,8,88,19,2,9,1,40,11,,40,4
"0406080190210","04060801902",1,4,6,8,8,88,19,2,10,1,40,11,,40,2
"0406080190211","04060801902",1,4,6,8,8,88,19,2,11,1,33,11,,33,2
"0407010150201","04070101502",1,4,7,1,8,88,15,2,1,1,34,1,,27,1
"0407010150202","04070101502",1,4,7,1,8,88,15,2,2,1,28,2,,2,4
"0407010150203","04070101502",1,4,7,1,8,88,15,2,3,1,33,3,,27,1
"0407010150204","04070101502",1,4,7,1,8,88,15,2,4,1,32,2,,26,1
"0407010150205","04070101502",1,4,7,1,8,88,15,2,5,1,45,9,,27,1
"0407010150206","04070101502",1,4,7,1,8,88,15,2,6,1,25,2,,25,1
"0407010150207","04070101502",1,4,7,1,8,88,15,2,7,1,33,2,,33,1
"0407040100201","04070401002",1,4,7,4,8,88,10,2,1,1,34,1,,34,3
"0407040100202","04070401002",1,4,7,4,8,88,10,2,2,2,22,7,,4,4
"0407040100203","04070401002",1,4,7,4,8,88,10,2,3,1,25,2,,3,4
"0407040100204","04070401002",1,4,7,4,8,88,10,2,4,1,40,3,,40,3
"0407040100205","04070401002",1,4,7,4,8,88,10,2,5,1,26,3,,26,1
"0407040100206","04070401002",1,4,7,4,8,88,10,2,6,1,41,11,,41,1
"0407040100207","04070401002",1,4,7,4,8,88,10,2,7,1,52,2,,52,3
"0407040100208","04070401002",1,4,7,4,8,88,10,2,8,1,22,2,,22,1
"0407070270201","04070702702",1,4,7,7,8,88,27,2,1,1,36,1,,36,2
"0407070270202","04070702702",1,4,7,7,8,88,27,2,2,2,28,2,,28,4
"0407070270203","04070702702",1,4,7,7,8,88,27,2,3,1,26,2,,26,3
"0407070270204","04070702702",1,4,7,7,8,88,27,2,4,1,38,4,,6,4
"0407070270205","04070702702",1,4,7,7,8,88,27,2,5,1,28,6,,4,4
"0407070270206","04070702702",1,4,7,7,8,88,27,2,6,2,22,7,,4,4
"0407070270207","04070702702",1,4,7,7,8,88,27,2,7,1,35,5,,35,4
"0407070270208","04070702702",1,4,7,7,8,88,27,2,8,1,54,3,,54,1
"0407070270209","04070702702",1,4,7,7,8,88,27,2,9,2,26,11,,26,4
"0407120230201","04071202302",1,4,7,12,8,88,23,2,1,1,48,1,,48,3
"0407120230202","04071202302",1,4,7,12,8,88,23,2,2,1,40,10,,40,3
"0407120230203","04071202302",1,4,7,12,8,88,23,2,3,2,20,7,,0,4
"0407120230204","04071202302",1,4,7,12,8,88,23,2,4,1,22,6,,0,4
"0407120230205","04071202302",1,4,7,12,8,88,23,2,5,1,32,2,,32,2
"0407120230206","04071202302",1,4,7,12,8,88,23,2,6,1,60,3,,60,1
"0408060080201","04080600802",1,4,8,6,8,88,8,2,1,1,35,11,,35,3
"0408060080202","04080600802",1,4,8,6,8,88,8,2,2,1,37,11,,37,4
"0408060080203","04080600802",1,4,8,6,8,88,8,2,3,1,26,10,,22,4
"0408060080204","04080600802",1,4,8,6,8,88,8,2,4,1,30,2,,30,3
"0408060080205","04080600802",1,4,8,6,8,88,8,2,5,1,71,3,,71,3
"0408060080206","04080600802",1,4,8,6,8,88,8,2,6,2,24,7,,2,3
"0408060080207","04080600802",1,4,8,6,8,88,8,2,7,1,22,10,,22,4
"0408060080208","04080600802",1,4,8,6,8,88,8,2,8,2,38,2,,20,4
"0408060080209","04080600802",1,4,8,6,8,88,8,2,9,1,27,4,,7,4
"0408060080210","04080600802",1,4,8,6,8,88,8,2,10,1,45,10,,45,3
"0408060080211","04080600802",1,4,8,6,8,88,8,2,11,1,35,1,,35,3
"0408080010701","04080800107",0,4,8,8,8,88,1,7,1,1,46,1,,24,4
"0408080010702","04080800107",0,4,8,8,8,88,1,7,2,1,23,11,,8,3
"0408080010703","04080800107",0,4,8,8,8,88,1,7,3,1,26,2,,26,4
"0408080010704","04080800107",0,4,8,8,8,88,1,7,4,1,65,3,,34,2
"0408080010705","04080800107",0,4,8,8,8,88,1,7,5,1,67,3,,67,2
"0408080010706","04080800107",0,4,8,8,8,88,1,7,6,1,24,2,,8,4
"0408080010707","04080800107",0,4,8,8,8,88,1,7,7,1,24,2,,13,4
"0408080010708","04080800107",0,4,8,8,8,88,1,7,8,1,40,9,,23,4
"0408120240101","04081202401",1,4,8,12,8,88,24,1,1,1,38,1,,38,3
"0408120240102","04081202401",1,4,8,12,8,88,24,1,2,1,28,2,,28,4
"0408120240103","04081202401",1,4,8,12,8,88,24,1,3,1,67,9,,67,3
"0408120240104","04081202401",1,4,8,12,8,88,24,1,4,1,45,3,,45,1
"0408120240105","04081202401",1,4,8,12,8,88,24,1,5,1,23,6,,0,4
"0408120240106","04081202401",1,4,8,12,8,88,24,1,6,1,54,9,,54,2
"0408120240107","04081202401",1,4,8,12,8,88,24,1,7,1,46,10,,46,1
"0408120240108","04081202401",1,4,8,12,8,88,24,1,8,2,60,2,,60,1
"0408170280101","04081702801",1,4,8,17,8,88,28,1,1,1,27,1,,27,5
"0408170280102","04081702801",1,4,8,17,8,88,28,1,2,1,28,6,,2,5
"0408170280103","04081702801",1,4,8,17,8,88,28,1,3,1,30,10,,30,3
"0408170280104","04081702801",1,4,8,17,8,88,28,1,4,2,23,7,,4,5
"0408170280105","04081702801",1,4,8,17,8,88,28,1,5,1,35,3,,35,4
"0408170280106","04081702801",1,4,8,17,8,88,28,1,6,1,30,2,,30,4
"0408170280107","04081702801",1,4,8,17,8,88,28,1,7,1,24,5,,2,5
"0408170280108","04081702801",1,4,8,17,8,88,28,1,8,1,24,11,,4,5
"0409010030401","04090100304",1,4,9,1,8,88,3,4,1,1,33,1,,33,3
"0409010030402","04090100304",1,4,9,1,8,88,3,4,2,1,35,1,,35,3
"0409010030403","04090100304",1,4,9,1,8,88,3,4,3,1,27,4,,1,4
"0409010030404","04090100304",1,4,9,1,8,88,3,4,4,1,22,5,,2,4
"0409010030405","04090100304",1,4,9,1,8,88,3,4,5,1,24,5,,2,4
"0409010030406","04090100304",1,4,9,1,8,88,3,4,6,1,30,11,,30,1
"0409010030407","04090100304",1,4,9,1,8,88,3,4,7,1,32,11,,32,1
"0409010030408","04090100304",1,4,9,1,8,88,3,4,8,1,25,11,,25,1
"0409010030409","04090100304",1,4,9,1,8,88,3,4,9,2,19,6,,1,4
"0409010030410","04090100304",1,4,9,1,8,88,3,4,10,1,25,11,,4,4
"0409070010501","04090700105",1,4,9,7,8,88,1,5,1,1,35,1,,35,1
"0409070010502","04090700105",1,4,9,7,8,88,1,5,2,1,38,11,,38,1
"0409070010503","04090700105",1,4,9,7,8,88,1,5,3,1,27,6,,1,4
"0409070010504","04090700105",1,4,9,7,8,88,1,5,4,1,33,11,,33,1
"0409070010505","04090700105",1,4,9,7,8,88,1,5,5,1,29,11,,29,1
"0409070010506","04090700105",1,4,9,7,8,88,1,5,6,2,21,7,,3,4
"0409070010507","04090700105",1,4,9,7,8,88,1,5,7,2,25,7,,2,4
"0409090010501","04090900105",0,4,9,9,1,1,1,5,1,1,27,1,,27,4
"0409090010502","04090900105",0,4,9,9,1,1,1,5,2,1,24,2,,2,4
"0409090010503","04090900105",0,4,9,9,1,1,1,5,3,1,22,6,,22,4
"0409090010504","04090900105",0,4,9,9,1,1,1,5,4,1,35,3,,35,3
"0409090010505","04090900105",0,4,9,9,1,1,1,5,5,2,22,7,,1,4
"0409090010506","04090900105",0,4,9,9,1,1,1,5,6,1,28,3,,3,4
"0409090010507","04090900105",0,4,9,9,1,1,1,5,7,2,23,2,,23,4
"0409090010508","04090900105",0,4,9,9,1,1,1,5,8,1,45,3,,39,2
"0409090010509","04090900105",0,4,9,9,1,1,1,5,9,1,50,3,,35,2
"0409090010510","04090900105",0,4,9,9,1,1,1,5,10,2,35,2,,35,3
"0409090010511","04090900105",0,4,9,9,1,1,1,5,11,1,37,3,,20,3
"0409100110701","04091001104",1,4,9,10,8,88,11,4,1,1,45,1,,45,3
"0409100110702","04091001104",1,4,9,10,8,88,11,4,2,1,30,3,,30,3
"0409100110703","04091001104",1,4,9,10,8,88,11,4,3,1,28,6,,1,4
"0409100110704","04091001104",1,4,9,10,8,88,11,4,4,1,40,3,,40,3
"0409100110705","04091001104",1,4,9,10,8,88,11,4,5,1,42,3,,42,3
"0409100110706","04091001104",1,4,9,10,8,88,11,4,6,2,46,2,,37,1
"0409100110707","04091001104",1,4,9,10,8,88,11,4,7,1,28,5,,2,4
"0409100110708","04091001104",1,4,9,10,8,88,11,4,8,2,26,7,,1,4
"0409100110709","04091001104",1,4,9,10,8,88,11,4,9,2,25,7,,1,4
"0409130100401","04091301004",1,4,9,13,8,88,10,4,1,1,41,1,,41,3
"0409130100402","04091301004",1,4,9,13,8,88,10,4,2,1,28,1,,28,3
"0409130100403","04091301004",1,4,9,13,8,88,10,4,3,1,25,11,,25,3
"0409130100404","04091301004",1,4,9,13,8,88,10,4,4,1,24,11,,3,4
"0409130100405","04091301004",1,4,9,13,8,88,10,4,5,1,21,6,,2,4
"0409130100406","04091301004",1,4,9,13,8,88,10,4,6,1,23,2,,23,4
"0409130100407","04091301004",1,4,9,13,8,88,10,4,7,1,44,7,,2,4
"0409130100408","04091301004",1,4,9,13,8,88,10,4,8,1,36,7,,2,4
"0410050040301","04100500403",1,4,10,5,8,88,4,3,1,1,38,1,,38,2
"0410050040302","04100500403",1,4,10,5,8,88,4,3,2,1,37,2,,37,2
"0410050040303","04100500403",1,4,10,5,8,88,4,3,3,1,40,2,,40,2
"0410050040304","04100500403",1,4,10,5,8,88,4,3,4,1,45,2,,45,3
"0410050040305","04100500403",1,4,10,5,8,88,4,3,5,2,30,2,,30,1
"0410050040306","04100500403",1,4,10,5,8,88,4,3,6,1,29,3,,29,4
"0410050040307","04100500403",1,4,10,5,8,88,4,3,7,1,27,6,,27,4
"0410050040308","04100500403",1,4,10,5,8,88,4,3,8,1,32,6,,10,4
"0410090360501","04100903605",1,4,10,9,8,88,36,5,1,1,28,1,,28,3
"0410090360502","04100903605",1,4,10,9,8,88,36,5,2,1,36,6,,4,4
"0410090360503","04100903605",1,4,10,9,8,88,36,5,3,1,45,3,,45,1
"0410090360504","04100903605",1,4,10,9,8,88,36,5,4,1,40,3,,40,1
"0410090360505","04100903605",1,4,10,9,8,88,36,5,5,1,40,3,,40,1
"0410090360506","04100903605",1,4,10,9,8,88,36,5,6,1,37,3,,37,3
"0410090360507","04100903605",1,4,10,9,8,88,36,5,7,1,32,2,,32,4
"0410090360508","04100903605",1,4,10,9,8,88,36,5,8,2,30,1,4,30,2
"0410090360509","04100903605",1,4,10,9,8,88,36,5,9,2,35,2,,35,4
"0410130220301","04101302203",1,4,10,13,8,88,22,3,1,1,35,1,,35,2
"0410130220302","04101302203",1,4,10,13,8,88,22,3,2,2,20,7,,3,4
"0410130220303","04101302203",1,4,10,13,8,88,22,3,3,1,24,4,,2,4
"0410130220304","04101302203",1,4,10,13,8,88,22,3,4,1,75,3,,75,2
"0410130220305","04101302203",1,4,10,13,8,88,22,3,5,1,33,11,,1,4
"0410130220306","04101302203",1,4,10,13,8,88,22,3,6,1,24,7,,1,4
"0410130220307","04101302203",1,4,10,13,8,88,22,3,7,1,25,6,,3,4
"0410160010401","04101600104",0,4,10,16,8,88,1,4,1,1,42,1,,12,4
"0410160010402","04101600104",0,4,10,16,8,88,1,4,2,1,23,11,,4,4
"0410160010403","04101600104",0,4,10,16,8,88,1,4,3,2,40,2,,40,3
"0410160010404","04101600104",0,4,10,16,8,88,1,4,4,2,50,2,,27,1
"0410160010405","04101600104",0,4,10,16,8,88,1,4,5,1,28,5,,8,5
"0410160010406","04101600104",0,4,10,16,8,88,1,4,6,1,45,3,,22,2
"0410160010407","04101600104",0,4,10,16,8,88,1,4,7,1,27,11,,2,5
"0410160010408","04101600104",0,4,10,16,8,88,1,4,8,1,36,10,,5,5
"0410160010409","04101600104",0,4,10,16,8,88,1,4,9,2,22,7,,12,5
"0411040130401","04110401304",1,4,11,4,8,88,13,4,1,1,29,1,,29,3
"0411040130402","04110401304",1,4,11,4,8,88,13,4,2,2,57,2,,28,1
"0411040130403","04110401304",1,4,11,4,8,88,13,4,3,1,76,3,,76,1
"0411040130404","04110401304",1,4,11,4,8,88,13,4,4,2,23,7,,4,4
"0411040130405","04110401304",1,4,11,4,8,88,13,4,5,1,53,9,,53,3
"0411040130406","04110401304",1,4,11,4,8,88,13,4,6,1,52,10,,52,2
"0411040130407","04110401304",1,4,11,4,8,88,13,4,7,1,50,9,,50,2
"0411040130408","04110401304",1,4,11,4,8,88,13,4,8,1,29,5,,4,4
"0411080140201","04110801402",1,4,11,8,8,88,14,2,1,1,53,1,,53,3
"0411080140202","04110801402",1,4,11,8,8,88,14,2,2,2,33,2,,33,2
"0411080140203","04110801402",1,4,11,8,8,88,14,2,3,1,53,3,,53,3
"0411080140204","04110801402",1,4,11,8,8,88,14,2,4,1,41,4,,1,4
"0411080140205","04110801402",1,4,11,8,8,88,14,2,5,1,36,6,,36,4
"0411080140206","04110801402",1,4,11,8,8,88,14,2,6,1,53,9,,53,3
"0411080140207","04110801402",1,4,11,8,8,88,14,2,7,1,48,9,,14,3
"0411080140208","04110801402",1,4,11,8,8,88,14,2,8,1,60,5,,27,4
"0411080140209","04110801402",1,4,11,8,8,88,14,2,9,1,52,3,,52,3
"0411120040201","04111200402",1,4,11,12,8,88,4,2,1,1,28,1,,28,4
"0411120040202","04111200402",1,4,11,12,8,88,4,2,2,2,35,2,,35,2
"0411120040203","04111200402",1,4,11,12,8,88,4,2,3,1,71,3,,31,1
"0411120040204","04111200402",1,4,11,12,8,88,4,2,4,1,31,4,,2,4
"0411120040205","04111200402",1,4,11,12,8,88,4,2,5,1,27,5,,2,4
"0411120040206","04111200402",1,4,11,12,8,88,4,2,6,1,57,9,,54,2
"0411120040207","04111200402",1,4,11,12,8,88,4,2,7,1,45,10,,45,1
"0411160140401","04111601404",1,4,11,16,8,88,14,4,1,1,43,1,,43,4
"0411160140402","04111601404",1,4,11,16,8,88,14,4,2,2,69,2,,69,1
"0411160140403","04111601404",1,4,11,16,8,88,14,4,3,1,52,3,,52,3
"0411160140404","04111601404",1,4,11,16,8,88,14,4,4,1,36,4,,4,4
"0411160140405","04111601404",1,4,11,16,8,88,14,4,5,1,28,6,,3,4
"0411160140406","04111601404",1,4,11,16,8,88,14,4,6,2,26,7,,2,4
"0411160140407","04111601404",1,4,11,16,8,88,14,4,7,1,28,8,,28,3
"0411160140408","04111601404",1,4,11,16,8,88,14,4,8,1,71,9,,71,2
"0411160140409","04111601404",1,4,11,16,8,88,14,4,9,2,39,5,,39,4
"0411160140410","04111601404",1,4,11,16,8,88,14,4,10,1,55,10,,55,3
"0411180010201","04111800102",0,4,11,18,8,88,1,2,1,1,52,1,,52,1
"0411180010202","04111800102",0,4,11,18,8,88,1,2,2,1,54,3,,54,1
"0411180010203","04111800102",0,4,11,18,8,88,1,2,3,1,36,4,,1,4
"0411180010204","04111800102",0,4,11,18,8,88,1,2,4,1,81,9,,81,5
"0411180010205","04111800102",0,4,11,18,8,88,1,2,5,1,40,10,,40,1
"0411180010206","04111800102",0,4,11,18,8,88,1,2,6,1,37,11,,37,3
"0411180010207","04111800102",0,4,11,18,8,88,1,2,7,1,28,5,,1,4
"0412060280101","04120602801",1,4,12,6,8,88,28,1,1,1,32,1,,32,1
"0412060280102","04120602801",1,4,12,6,8,88,28,1,2,1,27,2,11,27,4
"0412060280103","04120602801",1,4,12,6,8,88,28,1,3,1,59,3,,59,4
"0412060280104","04120602801",1,4,12,6,8,88,28,1,4,1,30,4,,7,4
"0412060280105","04120602801",1,4,12,6,8,88,28,1,5,1,26,5,,24,4
"0412060280106","04120602801",1,4,12,6,8,88,28,1,6,1,26,8,,1,2
"0412060280107","04120602801",1,4,12,6,8,88,28,1,7,1,48,9,,48,2
"0412060280108","04120602801",1,4,12,6,8,88,28,1,8,1,49,9,,49,2
"0412110130101","04121101301",1,4,12,11,8,88,13,1,1,1,50,1,,36,3
"0412110130102","04121101301",1,4,12,11,8,88,13,1,2,2,50,2,,50,2
"0412110130103","04121101301",1,4,12,11,8,88,13,1,3,1,25,4,,1,4
"0412110130104","04121101301",1,4,12,11,8,88,13,1,4,1,24,2,,7,3
"0412110130105","04121101301",1,4,12,11,8,88,13,1,5,1,40,10,,1,4
"0412110130106","04121101301",1,4,12,11,8,88,13,1,6,1,54,3,,54,3
"0412110130107","04121101301",1,4,12,11,8,88,13,1,7,1,65,3,,65,1
"0412110130108","04121101301",1,4,12,11,8,88,13,1,8,1,24,5,,3,4
"0412110130109","04121101301",1,4,12,11,8,88,13,1,9,1,22,7,,1,4
"0412160010101","04121600101",1,4,12,16,8,88,1,1,1,1,55,1,,55,1
"0412160010102","04121600101",1,4,12,16,8,88,1,1,2,1,24,7,,3,4
"0412160010103","04121600101",1,4,12,16,8,88,1,1,3,2,23,6,,1,4
"0412160010104","04121600101",1,4,12,16,8,88,1,1,4,2,47,2,,47,1
"0412160010105","04121600101",1,4,12,16,8,88,1,1,5,1,40,2,,40,1
"0412160010106","04121600101",1,4,12,16,8,88,1,1,6,1,35,10,,35,1
"0412160010107","04121600101",1,4,12,16,8,88,1,1,7,1,56,3,,24,1
"0412160010108","04121600101",1,4,12,16,8,88,1,1,8,1,44,3,,44,1
"0412160010109","04121600101",1,4,12,16,8,88,1,1,9,1,34,4,,11,4
"0412160010110","04121600101",1,4,12,16,8,88,1,1,10,1,28,5,,6,4
"0413020110301","04130201103",1,4,13,2,8,88,11,3,1,1,40,1,,40,4
"0413020110302","04130201103",1,4,13,2,8,88,11,3,2,1,45,3,,45,3
"0413020110303","04130201103",1,4,13,2,8,88,11,3,3,1,50,3,,50,2
"0413020110304","04130201103",1,4,13,2,8,88,11,3,4,1,50,3,,50,2
"0413020110305","04130201103",1,4,13,2,8,88,11,3,5,1,65,3,,65,1
"0413020110306","04130201103",1,4,13,2,8,88,11,3,6,1,27,8,,27,2
"0413020110307","04130201103",1,4,13,2,8,88,11,3,7,1,45,3,,45,2
"0413020110308","04130201103",1,4,13,2,8,88,11,3,8,1,39,3,,39,2
"0413050010201","04130500102",0,4,13,5,8,88,1,2,1,1,25,1,,5,4
"0413050010202","04130500102",0,4,13,5,8,88,1,2,2,1,37,11,,37,3
"0413050010203","04130500102",0,4,13,5,8,88,1,2,3,1,38,11,,14,3
"0413050010204","04130500102",0,4,13,5,8,88,1,2,4,1,23,11,,23,4
"0413050010205","04130500102",0,4,13,5,8,88,1,2,5,2,22,8,,22,4
"0413050010206","04130500102",0,4,13,5,8,88,1,2,6,2,24,11,,3,4
"0413050010207","04130500102",0,4,13,5,8,88,1,2,7,1,37,5,,18,5
"0413060020401","04130600204",1,4,13,6,8,88,2,4,1,1,40,1,,40,4
"0413060020402","04130600204",1,4,13,6,8,88,2,4,2,2,47,2,,47,2
"0413060020403","04130600204",1,4,13,6,8,88,2,4,3,1,29,4,,2,4
"0413060020404","04130600204",1,4,13,6,8,88,2,4,4,1,30,5,,2,4
"0413060020405","04130600204",1,4,13,6,8,88,2,4,5,1,28,6,,4,4
"0413060020406","04130600204",1,4,13,6,8,88,2,4,6,2,26,7,,26,4
"0413060020407","04130600204",1,4,13,6,8,88,2,4,7,1,46,9,,46,2
"0413060020408","04130600204",1,4,13,6,8,88,2,4,8,1,33,1,,33,4
"0413090100301","04130901003",1,4,13,9,8,88,10,3,1,2,22,7,,3,4
"0413090100302","04130901003",1,4,13,9,8,88,10,3,2,1,31,11,,1,4
"0413090100303","04130901003",1,4,13,9,8,88,10,3,3,1,30,4,,6,4
"0413090100304","04130901003",1,4,13,9,8,88,10,3,4,1,31,1,,31,3
"0413090100305","04130901003",1,4,13,9,8,88,10,3,5,1,25,6,,20,4
"0413090100306","04130901003",1,4,13,9,8,88,10,3,6,1,38,11,,38,3
"0413090100307","04130901003",1,4,13,9,8,88,10,3,7,1,35,11,,35,3
"0414020270101","04140202701",1,4,14,2,8,88,27,1,1,1,40,9,,40,2
"0414020270102","04140202701",1,4,14,2,8,88,27,1,2,1,68,3,,45,1
"0414020270103","04140202701",1,4,14,2,8,88,27,1,3,1,30,1,,30,2
"0414020270104","04140202701",1,4,14,2,8,88,27,1,4,2,23,7,,7,4
"0414020270105","04140202701",1,4,14,2,8,88,27,1,5,2,18,7,,0,4
"0414020270106","04140202701",1,4,14,2,8,88,27,1,6,1,42,10,,42,2
"0414020270107","04140202701",1,4,14,2,8,88,27,1,7,1,37,3,,37,2
"0414020270108","04140202701",1,4,14,2,8,88,27,1,8,1,24,5,,2,4
"0414020270109","04140202701",1,4,14,2,8,88,27,1,9,1,23,5,,0,4
"0414020270110","04140202701",1,4,14,2,8,88,27,1,10,1,30,8,,30,2
"0414020270111","04140202701",1,4,14,2,8,88,27,1,11,1,28,8,,28,3
"0414050190601","04140501906",1,4,14,5,8,88,19,6,1,1,30,1,,30,2
"0414050190602","04140501906",1,4,14,5,8,88,19,6,2,1,75,3,,75,1
"0414050190603","04140501906",1,4,14,5,8,88,19,6,3,1,25,6,,0,4
"0414050190604","04140501906",1,4,14,5,8,88,19,6,4,1,26,7,,4,4
"0414050190605","04140501906",1,4,14,5,8,88,19,6,5,1,40,8,,40,2
"0414050190606","04140501906",1,4,14,5,8,88,19,6,6,1,40,9,,40,2
"0414050190607","04140501906",1,4,14,5,8,88,19,6,7,1,38,11,,38,2
"0414090050101","04140900501",1,4,14,9,8,88,5,1,1,1,44,1,,30,2
"0414090050102","04140900501",1,4,14,9,8,88,5,1,2,2,30,2,11,30,2
"0414090050103","04140900501",1,4,14,9,8,88,5,1,3,1,32,3,,32,2
"0414090050104","04140900501",1,4,14,9,8,88,5,1,4,2,23,4,,3,4
"0414090050105","04140900501",1,4,14,9,8,88,5,1,5,1,25,5,,4,4
"0414090050106","04140900501",1,4,14,9,8,88,5,1,6,1,26,6,,24,4
"0414090050107","04140900501",1,4,14,9,8,88,5,1,7,2,21,7,,0,4
"0414090050108","04140900501",1,4,14,9,8,88,5,1,8,1,45,8,,45,2
"0414090050109","04140900501",1,4,14,9,8,88,5,1,9,1,32,9,,32,2
"0414090050110","04140900501",1,4,14,9,8,88,5,1,10,1,24,11,,24,4
"0417030190101","04170301901",1,4,17,3,8,88,19,1,1,1,38,1,,38,4
"0417030190102","04170301901",1,4,17,3,8,88,19,1,2,1,40,11,,40,4
"0417030190103","04170301901",1,4,17,3,8,88,19,1,3,1,30,2,,30,4
"0417030190104","04170301901",1,4,17,3,8,88,19,1,4,2,35,2,,35,3
"0417030190105","04170301901",1,4,17,3,8,88,19,1,5,1,41,4,,41,4
"0417030190106","04170301901",1,4,17,3,8,88,19,1,6,1,36,6,,10,4
"0417030190107","04170301901",1,4,17,3,8,88,19,1,7,2,29,7,,8,4
"0417030190108","04170301901",1,4,17,3,8,88,19,1,8,1,45,9,,45,3
"0417070020401","04170700204",1,4,17,7,8,88,2,4,1,1,35,1,,35,3
"0417070020402","04170700204",1,4,17,7,8,88,2,4,2,1,55,3,,55,2
"0417070020403","04170700204",1,4,17,7,8,88,2,4,3,1,30,6,,30,4
"0417070020404","04170700204",1,4,17,7,8,88,2,4,4,2,23,7,,23,4
"0417070020405","04170700204",1,4,17,7,8,88,2,4,5,1,50,9,,50,2
"0417070020406","04170700204",1,4,17,7,8,88,2,4,6,1,54,9,,54,3
"0417070020407","04170700204",1,4,17,7,8,88,2,4,7,1,38,10,,38,3
"0417070020408","04170700204",1,4,17,7,8,88,2,4,8,1,24,2,,24,4
"0417070020409","04170700204",1,4,17,7,8,88,2,4,9,1,39,11,,39,3
"0417070020410","04170700204",1,4,17,7,8,88,2,4,10,1,28,11,,28,4
"0417070020411","04170700204",1,4,17,7,8,88,2,4,11,2,23,7,,23,4
"0417120080701","04171200807",1,4,17,12,8,88,8,7,1,1,42,1,,42,4
"0417120080702","04171200807",1,4,17,12,8,88,8,7,2,1,32,4,,4,4
"0417120080703","04171200807",1,4,17,12,8,88,8,7,3,1,38,3,,38,3
"0417120080704","04171200807",1,4,17,12,8,88,8,7,4,1,25,2,,25,4
"0417120080705","04171200807",1,4,17,12,8,88,8,7,5,2,35,2,,22,3
"0417120080706","04171200807",1,4,17,12,8,88,8,7,6,1,26,6,,3,4
"0417120080707","04171200807",1,4,17,12,8,88,8,7,7,1,26,5,,7,4
"0417120080708","04171200807",1,4,17,12,8,88,8,7,8,2,28,7,,28,4
"0418030100401","04180301004",1,4,18,3,8,88,10,4,1,1,25,1,,25,4
"0418030100402","04180301004",1,4,18,3,8,88,10,4,2,1,40,2,,40,4
"0418030100403","04180301004",1,4,18,3,8,88,10,4,3,1,24,2,,24,4
"0418030100404","04180301004",1,4,18,3,8,88,10,4,4,1,24,5,,24,4
"0418030100405","04180301004",1,4,18,3,8,88,10,4,5,1,24,6,,24,4
"0418030100406","04180301004",1,4,18,3,8,88,10,4,6,1,40,10,,40,2
"0418030100407","04180301004",1,4,18,3,8,88,10,4,7,2,21,7,,21,3
"0418030100408","04180301004",1,4,18,3,8,88,10,4,8,2,20,2,,20,4
"0418030100409","04180301004",1,4,18,3,8,88,10,4,9,1,26,2,,26,4
"0418030100410","04180301004",1,4,18,3,8,88,10,4,10,1,65,3,,65,1
"0418030100411","04180301004",1,4,18,3,8,88,10,4,11,1,45,9,,45,4
"0418070110601","04180701106",1,4,18,7,8,88,11,6,1,1,44,1,,44,4
"0418070110602","04180701106",1,4,18,7,8,88,11,6,2,2,21,7,,21,3
