"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","crop_name","crop_code","pp_s5q01","pp_s5q02","pp_s5q03","pp_s5q04_a","pp_s5q04_b","pp_s5q05_a","pp_s5q05_b","pp_s5q06","pp_s5q07","pp_s5q08","pp_s5q09","pp_s5q10","pp_s5q11","pp_s5q12_a","pp_s5q12_b","pp_s5q13","pp_s5q14_a","pp_s5q14_b","pp_s5q15_a","pp_s5q15_b","pp_s5q16","pp_s5q17","pp_s5q18_a","pp_s5q18_b","pp_s5q19_a","pp_s5q19_b"
"1301010040500201","13010100405002","13010100405",1,172.23193359375,1,2,13,1,1,4,5,2,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040500201","13010100405002","13010100405",1,172.23193359375,1,3,13,1,1,4,5,2,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,,
"1301010040500201","13010100405002","13010100405",1,172.23193359375,1,3,13,1,1,4,5,2,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040500201","13010100405002","13010100405",1,172.23193359375,1,4,13,1,1,4,5,2,1,"MAIZE",2,2,6,1,"N03",,5,0,1,4,75,1,,,,,2,,,,,,1,5,0,5,0
"1301010040500201","13010100405002","13010100405",1,172.23193359375,1,4,13,1,1,4,5,2,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040500201","13010100405002","13010100405",1,172.23193359375,2,1,13,1,1,4,5,2,1,"MAIZE",2,2,6,1,"N03",,10,0,1,4,150,1,,,,,2,,,,,,1,10,0,10,0
"1301010040500201","13010100405002","13010100405",1,172.23193359375,2,1,13,1,1,4,5,2,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040502001","13010100405020","13010100405",1,172.23193359375,1,1,13,1,1,4,5,20,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,4,850,4,850
"1301010040502001","13010100405020","13010100405",1,172.23193359375,1,1,13,1,1,4,5,20,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040502001","13010100405020","13010100405",1,172.23193359375,2,1,13,1,1,4,5,20,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,940,1,940
"1301010040502001","13010100405020","13010100405",1,172.23193359375,2,1,13,1,1,4,5,20,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040502001","13010100405020","13010100405",1,172.23193359375,3,1,13,1,1,4,5,20,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,940,1,940
"1301010040502001","13010100405020","13010100405",1,172.23193359375,3,1,13,1,1,4,5,20,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040502001","13010100405020","13010100405",1,172.23193359375,4,1,13,1,1,4,5,20,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,910,9,10
"1301010040502001","13010100405020","13010100405",1,172.23193359375,4,1,13,1,1,4,5,20,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040503801","13010100405038","13010100405",1,172.23193359375,1,1,13,1,1,4,5,38,1,"MAIZE",2,1,2,2,,,,,,,,,,,,,2,,,,,,1,0,500,0,500
"1301010040503801","13010100405038","13010100405",1,172.23193359375,1,1,13,1,1,4,5,38,1,"CHAT",71,1,8,,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010040503801","13010100405038","13010100405",1,172.23193359375,2,1,13,1,1,4,5,38,1,"MAIZE",2,2,2,1,"N02",,1,0,1,0,15,1,,,,,2,,,,,,2,,,1,0
"1301010040503801","13010100405038","13010100405",1,172.23193359375,2,1,13,1,1,4,5,38,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,,,0,500
"1301010040503801","13010100405038","13010100405",1,172.23193359375,2,1,13,1,1,4,5,38,1,"CHAT",71,1,8,,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010040503801","13010100405038","13010100405",1,172.23193359375,3,1,13,1,1,4,5,38,1,"MAIZE",2,1,2,2,,,,,,,,,,,,,2,,,,,,1,,,0,250
"1301010040503801","13010100405038","13010100405",1,172.23193359375,3,1,13,1,1,4,5,38,1,"CHAT",71,1,8,,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010040503801","13010100405038","13010100405",1,172.23193359375,3,1,13,1,1,4,5,38,1,"SUGAR CANE",76,1,8,,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,1,13,1,1,4,5,56,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,10,0
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,1,13,1,1,4,5,56,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,3,0
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,1,13,1,1,4,5,56,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,2,13,1,1,4,5,56,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,3,0
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,2,13,1,1,4,5,56,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,5,13,1,1,4,5,56,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,0
"1301010040505601","13010100405056","13010100405",1,172.23193359375,1,5,13,1,1,4,5,56,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040507401","13010100405074","13010100405",1,172.23193359375,1,1,13,1,1,4,5,74,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,0
"1301010040507401","13010100405074","13010100405",1,172.23193359375,1,1,13,1,1,4,5,74,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040507401","13010100405074","13010100405",1,172.23193359375,2,1,13,1,1,4,5,74,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,0,970
"1301010040507401","13010100405074","13010100405",1,172.23193359375,2,1,13,1,1,4,5,74,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040507401","13010100405074","13010100405",1,172.23193359375,3,1,13,1,1,4,5,74,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,0
"1301010040509201","13010100405092","13010100405",1,172.23193359375,1,1,13,1,1,4,5,92,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,2,0,2,0
"1301010040509201","13010100405092","13010100405",1,172.23193359375,1,1,13,1,1,4,5,92,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,1,1,13,1,1,4,5,129,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,5,0
"1301010040512901","13010100405129","13010100405",1,172.23193359375,1,1,13,1,1,4,5,129,1,"SWEET POTATO",62,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,1,1,13,1,1,4,5,129,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,1,3,13,1,1,4,5,129,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,0
"1301010040512901","13010100405129","13010100405",1,172.23193359375,1,3,13,1,1,4,5,129,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,2,1,13,1,1,4,5,129,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,0
"1301010040512901","13010100405129","13010100405",1,172.23193359375,2,1,13,1,1,4,5,129,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,3,1,13,1,1,4,5,129,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,0
"1301010040512901","13010100405129","13010100405",1,172.23193359375,3,1,13,1,1,4,5,129,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,4,1,13,1,1,4,5,129,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,0,500
"1301010040512901","13010100405129","13010100405",1,172.23193359375,4,1,13,1,1,4,5,129,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040512901","13010100405129","13010100405",1,172.23193359375,5,1,13,1,1,4,5,129,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,4,0
"1301010040512901","13010100405129","13010100405",1,172.23193359375,5,1,13,1,1,4,5,129,1,"CHAT",71,1,8,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,1,1,13,1,1,4,5,147,1,"MAIZE",2,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,1,940
"1301010040514701","13010100405147","13010100405",1,172.23193359375,1,1,13,1,1,4,5,147,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,970,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,1,1,13,1,1,4,5,147,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,1,2,13,1,1,4,5,147,1,"MAIZE",2,2,3,1,"N02",,2,0,1,2,30,1,1,1,,,2,,,,,,2,,,2,0
"1301010040514701","13010100405147","13010100405",1,172.23193359375,1,2,13,1,1,4,5,147,1,"PUMPKINS",61,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,1,2,13,1,1,4,5,147,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,2,1,13,1,1,4,5,147,1,"MAIZE",2,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,1,940
"1301010040514701","13010100405147","13010100405",1,172.23193359375,2,1,13,1,1,4,5,147,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,0,970
"1301010040514701","13010100405147","13010100405",1,172.23193359375,2,1,13,1,1,4,5,147,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,3,1,13,1,1,4,5,147,1,"MAIZE",2,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,2,910
"1301010040514701","13010100405147","13010100405",1,172.23193359375,3,1,13,1,1,4,5,147,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,0,970
"1301010040514701","13010100405147","13010100405",1,172.23193359375,3,1,13,1,1,4,5,147,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040514701","13010100405147","13010100405",1,172.23193359375,4,1,13,1,1,4,5,147,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040516501","13010100405165","13010100405",1,172.23193359375,1,1,13,1,1,4,5,165,1,"MAIZE",2,1,8,2,,,,,,,,,,,,,2,,,,,,1,2,0,2,0
"1301010040516501","13010100405165","13010100405",1,172.23193359375,1,1,13,1,1,4,5,165,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,5,0,5,0
"1301010040516501","13010100405165","13010100405",1,172.23193359375,1,1,13,1,1,4,5,165,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010040516501","13010100405165","13010100405",1,172.23193359375,2,1,13,1,1,4,5,165,1,"MAIZE",2,1,8,2,,,,,,,,,,,,,2,,,,,,1,2,0,2,0
"1301010040516501","13010100405165","13010100405",1,172.23193359375,2,1,13,1,1,4,5,165,1,"CHAT",71,1,8,,,,,,,,,,,,,,,,,,,,,,,,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,1,1,13,1,1,6,1,3,1,"MAIZE",2,1,2,1,"N02",,1,0,4,5,7,1,,,,,2,,,,,,2,,,1,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,1,1,13,1,1,6,1,3,1,"CHAT",71,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,2,1,13,1,1,6,1,3,1,"MAIZE",2,1,2,1,"N02",,1,0,4,5,7,1,,,,,2,,,,,,2,,,1,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,2,1,13,1,1,6,1,3,1,"CHAT",71,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,3,1,13,1,1,6,1,3,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,1,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,3,1,13,1,1,6,1,3,1,"CHAT",71,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,4,1,13,1,1,6,1,3,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,1,
"1301010060100301","13010100601003","13010100601",1,154.507659912109,4,1,13,1,1,6,1,3,1,"CHAT",71,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060102101","13010100601021","13010100601",1,154.507659912109,1,1,13,1,1,6,1,21,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,,,
"1301010060102101","13010100601021","13010100601",1,154.507659912109,1,1,13,1,1,6,1,21,1,"GUAVA",65,1,3,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010060102101","13010100601021","13010100601",1,154.507659912109,1,1,13,1,1,6,1,21,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,,,,,
"1301010060102101","13010100601021","13010100601",1,154.507659912109,2,1,13,1,1,6,1,21,1,"MAIZE",2,1,3,2,,,,,,,,,,,,,2,,,,,,1,1,,,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,1,1,13,1,1,6,1,40,1,"SORGHUM",6,1,1,1,"N01",,1,0,4,5,7,1,,,,,2,,,,,,2,,,1,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,1,1,13,1,1,6,1,40,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,2,1,13,1,1,6,1,40,1,"SORGHUM",6,1,1,1,"N01",,1,0,4,5,7,1,,,,,2,,,,,,2,,,1,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,2,1,13,1,1,6,1,40,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,3,1,13,1,1,6,1,40,1,"MAIZE",2,1,1,1,"N01",,3,0,6,5,21,1,,,,,2,,,,,,2,,,3,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,3,1,13,1,1,6,1,40,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,4,1,13,1,1,6,1,40,1,"SORGHUM",6,1,1,1,"N01",,1,0,4,5,7,1,,,,,2,,,,,,2,,,1,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,4,1,13,1,1,6,1,40,1,"GROUND NUTS",24,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060104001","13010100601040","13010100601",1,154.507659912109,4,1,13,1,1,6,1,40,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060105801","13010100601058","13010100601",1,154.507659912109,1,1,13,1,1,6,1,58,1,"MAIZE",2,2,6,1,"N02",,1,0,1,,10,1,,,,,,,,,,,2,,,,1
"1301010060105801","13010100601058","13010100601",1,154.507659912109,1,1,13,1,1,6,1,58,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060105801","13010100601058","13010100601",1,154.507659912109,2,1,13,1,1,6,1,58,1,"MAIZE",2,2,6,1,"N02",,1,0,1,,10,1,,,,,,,,,,,2,,,,1
"1301010060105801","13010100601058","13010100601",1,154.507659912109,2,1,13,1,1,6,1,58,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060107801","13010100601078","13010100601",1,154.507659912109,1,1,13,1,1,6,1,78,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060107801","13010100601078","13010100601",1,154.507659912109,2,1,13,1,1,6,1,78,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,1,
"1301010060107801","13010100601078","13010100601",1,154.507659912109,2,1,13,1,1,6,1,78,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060107801","13010100601078","13010100601",1,154.507659912109,3,1,13,1,1,6,1,78,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,2,500
"1301010060107801","13010100601078","13010100601",1,154.507659912109,3,1,13,1,1,6,1,78,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060107801","13010100601078","13010100601",1,154.507659912109,4,1,13,1,1,6,1,78,1,"SORGHUM",6,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,1,500
"1301010060107801","13010100601078","13010100601",1,154.507659912109,4,1,13,1,1,6,1,78,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,1,1,13,1,1,6,1,115,1,"SORGHUM",6,1,3,1,"N01",,2,0,4,5,12,1,,,,,2,,,,,,2,,,2,0
"1301010060111501","13010100601115","13010100601",1,154.507659912109,1,1,13,1,1,6,1,115,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,2,1,13,1,1,6,1,115,1,"MAIZE",2,1,3,1,"N01",,1,0,4,5,4,1,,,,,2,,,,,,2,,,1,0
"1301010060111501","13010100601115","13010100601",1,154.507659912109,2,1,13,1,1,6,1,115,1,"SORGHUM",6,1,3,1,"N01",,1,0,4,5,3,1,,,,,2,,,,,,2,,,1,0
"1301010060111501","13010100601115","13010100601",1,154.507659912109,2,1,13,1,1,6,1,115,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,3,1,13,1,1,6,1,115,1,"MAIZE",2,1,3,1,"N01",,1,0,4,5,4,1,,,,,2,,,,,,2,,,1,0
"1301010060111501","13010100601115","13010100601",1,154.507659912109,4,1,13,1,1,6,1,115,1,"SORGHUM",6,1,3,1,"N01",,2,0,4,5,16,1,,,,,2,,,,,,2,,,2,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,4,1,13,1,1,6,1,115,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,5,1,13,1,1,6,1,115,1,"SORGHUM",6,1,3,1,"N01",,1,0,4,5,8,1,,,,,2,,,,,,2,,,1,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,5,1,13,1,1,6,1,115,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060111501","13010100601115","13010100601",1,154.507659912109,6,1,13,1,1,6,1,115,1,"SORGHUM",6,1,3,1,"N01",,1,0,4,5,4,1,,,,,2,,,,,,2,,,1,0
"1301010060111501","13010100601115","13010100601",1,154.507659912109,6,1,13,1,1,6,1,115,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,1,1,13,1,1,6,1,133,1,"SORGHUM",6,1,2,1,"N01",,2,0,4,5,14,1,,,,,2,,,,,,2,,,2,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,1,1,13,1,1,6,1,133,1,"CHAT",71,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,2,1,13,1,1,6,1,133,1,"SORGHUM",6,1,2,1,"N01",,4,0,4,5,28,1,,,,,2,,,,,,2,,,4,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,2,1,13,1,1,6,1,133,1,"KALE",56,1,2,1,"N01",,1,0,4,5,9,1,,,,,2,,,,,,2,,,1,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,2,1,13,1,1,6,1,133,1,"SWEET POTATO",62,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,2,1,13,1,1,6,1,133,1,"GUAVA",65,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060113301","13010100601133","13010100601",1,154.507659912109,2,1,13,1,1,6,1,133,1,"CHAT",71,1,2,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,1,1,13,1,1,6,1,151,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,3,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,1,1,13,1,1,6,1,151,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,2,1,13,1,1,6,1,151,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,2,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,2,1,13,1,1,6,1,151,1,"GROUND NUTS",24,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,2,1,13,1,1,6,1,151,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,500
"1301010060115101","13010100601151","13010100601",1,154.507659912109,3,1,13,1,1,6,1,151,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,1,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,3,1,13,1,1,6,1,151,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,4,1,13,1,1,6,1,151,1,"SORGHUM",6,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,3,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,4,1,13,1,1,6,1,151,1,"GROUND NUTS",24,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060115101","13010100601151","13010100601",1,154.507659912109,4,1,13,1,1,6,1,151,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,2,
"1301010060116901","13010100601169","13010100601",1,154.507659912109,1,1,13,1,1,6,1,169,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,0,2,0
"1301010060116901","13010100601169","13010100601",1,154.507659912109,1,1,13,1,1,6,1,169,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060116901","13010100601169","13010100601",1,154.507659912109,2,1,13,1,1,6,1,169,1,"MAIZE",2,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,,2,
"1301010060116901","13010100601169","13010100601",1,154.507659912109,2,1,13,1,1,6,1,169,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,0,2,0
"1301010060116901","13010100601169","13010100601",1,154.507659912109,2,1,13,1,1,6,1,169,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010060116901","13010100601169","13010100601",1,154.507659912109,3,1,13,1,1,6,1,169,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,2,,2,
"1301010060116901","13010100601169","13010100601",1,154.507659912109,3,1,13,1,1,6,1,169,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070400601","13010100704006","13010100704",1,208.215362548828,1,1,13,1,1,7,4,6,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,780,1,780
"1301010070400601","13010100704006","13010100704",1,208.215362548828,2,1,13,1,1,7,4,6,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,3,560,3,560
"1301010070400601","13010100704006","13010100704",1,208.215362548828,2,1,13,1,1,7,4,6,1,"GROUND NUTS",24,1,1,1,"N01",,10,20,4,7,192,2,192,0,,,2,,,,,,2,,,10,200
"1301010070400601","13010100704006","13010100704",1,208.215362548828,3,1,13,1,1,7,4,6,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,,890,,890
"1301010070400601","13010100704006","13010100704",1,208.215362548828,3,1,13,1,1,7,4,6,1,"SWEET POTATO",62,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,780,1,780
"1301010070400601","13010100704006","13010100704",1,208.215362548828,3,1,13,1,1,7,4,6,1,"CHAT",71,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070400601","13010100704006","13010100704",1,208.215362548828,3,2,13,1,1,7,4,6,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070400601","13010100704006","13010100704",1,208.215362548828,3,2,13,1,1,7,4,6,1,"LEMONS",44,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070400601","13010100704006","13010100704",1,208.215362548828,3,2,13,1,1,7,4,6,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070400601","13010100704006","13010100704",1,208.215362548828,4,1,13,1,1,7,4,6,1,"MANGOS",46,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070402501","13010100704025","13010100704",1,208.215362548828,1,1,13,1,1,7,4,25,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,780,1,780
"1301010070402501","13010100704025","13010100704",1,208.215362548828,1,1,13,1,1,7,4,25,1,"GROUND NUTS",24,1,1,1,"N01",,2,0,1,0,30,1,,,,,2,,,,,,2,,,2,0
"1301010070402501","13010100704025","13010100704",1,208.215362548828,1,1,13,1,1,7,4,25,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070402501","13010100704025","13010100704",1,208.215362548828,1,3,13,1,1,7,4,25,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,780,1,780
"1301010070402501","13010100704025","13010100704",1,208.215362548828,1,3,13,1,1,7,4,25,1,"LEMONS",44,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070402501","13010100704025","13010100704",1,208.215362548828,1,3,13,1,1,7,4,25,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070402501","13010100704025","13010100704",1,208.215362548828,2,1,13,1,1,7,4,25,1,"SORGHUM",6,1,1,2,,,,,,,,,,,"N01",,1,,500,"N02",,0,1,,890,1,390
"1301010070402501","13010100704025","13010100704",1,208.215362548828,2,1,13,1,1,7,4,25,1,"CHAT",71,1,3,2,,,,,,,,,,,,,2,,,,,,2,,,,
"1301010070402501","13010100704025","13010100704",1,208.215362548828,3,1,13,1,1,7,4,25,1,"SORGHUM",6,1,1,2,,,,,,,,,,,,,2,,,,,,1,1,780,1,780
